sample_id,frame_id,source_path,annotation_path,unannotated_preview,review_status,reference_notes
B_cal_14,B_124_FUJI_CNS08349,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS08349.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_cal_14_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_cal_14_preview.jpg,校准画面与背景,
B_cal_15,B_125_FUJI_CNS00038,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00038.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_cal_15_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_cal_15_preview.jpg,校准画面与背景,
B_cal_16,B_125_FUJI_CNS00430,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00430.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_cal_16_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_cal_16_preview.jpg,校准画面与背景,
B_cal_17,B_125_FUJI_CNS00823,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00823.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_cal_17_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_cal_17_preview.jpg,校准画面与背景,
B_cal_18,B_125_FUJI_CNS01216,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01216.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_cal_18_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_cal_18_preview.jpg,校准画面与背景,
B_cal_19,B_125_FUJI_CNS01608,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01608.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_cal_19_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_cal_19_preview.jpg,校准画面与背景,
B_cal_20,B_125_FUJI_CNS02001,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS02001.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_cal_20_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_cal_20_preview.jpg,校准画面与背景,
B_val_01,B_124_FUJI_CNS03350,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS03350.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_01_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_01_preview.jpg,模型目视参考计数,已检查原图和原分辨率茎基部裁剪；基部密集虫团遮挡、个体与倒影边界无法可靠逐一确定，未强行给出精确数。
B_val_02,B_124_FUJI_CNS03599,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS03599.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_02_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_02_preview.jpg,模型目视参考计数,已检查原图和原分辨率茎基部裁剪；基部密集虫团遮挡、个体与倒影边界无法可靠逐一确定，未强行给出精确数。
B_val_03,B_124_FUJI_CNS03848,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS03848.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_03_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_03_preview.jpg,模型目视参考计数,已检查原图和原分辨率茎基部裁剪；基部密集虫团遮挡、个体与倒影边界无法可靠逐一确定，未强行给出精确数。
B_val_04,B_124_FUJI_CNS04097,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS04097.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_04_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_04_preview.jpg,模型目视参考计数,基部多虫重叠，个体边界与水面倒影交叠，无法建立可靠的整数参考
B_val_05,B_124_FUJI_CNS04345,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS04345.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_05_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_05_preview.jpg,模型目视参考计数,右2株旁悬空虫未计入；下缘倒影不计
B_val_06,B_124_FUJI_CNS04594,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS04594.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_06_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_06_preview.jpg,模型目视参考计数,左侧可判定；右1株旁虫体是否附着于植株无法可靠确定
B_val_07,B_124_FUJI_CNS04843,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS04843.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_07_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_07_preview.jpg,模型目视参考计数,基部放大核对；右2株旁悬空虫不计入
B_val_08,B_124_FUJI_CNS05092,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS05092.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_08_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_08_preview.jpg,模型目视参考计数,左侧相邻虫体重叠，整数参考不确定
B_val_09,B_124_FUJI_CNS05340,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS05340.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_09_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_09_preview.jpg,模型目视参考计数,左4株密集重叠；右1株交叠个体边界不清
B_val_10,B_124_FUJI_CNS05589,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS05589.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_10_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_10_preview.jpg,模型目视参考计数,左侧叶面及基部重叠；右侧完成核对
B_val_11,B_124_FUJI_CNS05838,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS05838.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_11_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_11_preview.jpg,模型目视参考计数,放大基部核对；箱壁和水面虫不计
B_val_12,B_124_FUJI_CNS06087,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS06087.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_12_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_12_preview.jpg,模型目视参考计数,左3株基部重叠个体数不确定
B_val_13,B_124_FUJI_CNS06335,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS06335.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_13_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_13_preview.jpg,模型目视参考计数,左5株基部密集；右侧细叶边缘和水面附近归属不清
B_val_14,B_124_FUJI_CNS06584,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS06584.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_14_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_14_preview.jpg,模型目视参考计数,放大基部核对；右1株旁悬空虫不计
B_val_15,B_124_FUJI_CNS06833,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS06833.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_15_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_15_preview.jpg,模型目视参考计数,左1、5株基部重叠不确定
B_val_16,B_124_FUJI_CNS07081,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS07081.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_16_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_16_preview.jpg,模型目视参考计数,可辨识分离虫体与部分可见虫体计入
B_val_17,B_124_FUJI_CNS07330,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS07330.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_17_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_17_preview.jpg,模型目视参考计数,左1株基部虫体与水面交叠；右侧完成核对
B_val_18,B_124_FUJI_CNS07579,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS07579.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_18_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_18_preview.jpg,模型目视参考计数,右3株顶部重叠；右侧参考未确认
B_val_19,B_124_FUJI_CNS07828,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS07828.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_19_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_19_preview.jpg,模型目视参考计数,右1株细叶附近个体和枯鞘边缘难区分
B_val_20,B_124_FUJI_CNS08076,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS08076.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_20_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_20_preview.jpg,模型目视参考计数,原始像素基部核对，游离虫不计
B_val_21,B_124_FUJI_CNS08325,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS08325.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_21_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_21_preview.jpg,模型目视参考计数,基部不可明确附着的虫列为其他，不计入参考
B_val_22,B_124_FUJI_CNS08574,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/124_FUJI/CNS08574.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_22_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_22_preview.jpg,模型目视参考计数,基部五只可分辨；右1株中段补核一只
B_val_23,B_125_FUJI_CNS00119,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00119.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_23_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_23_preview.jpg,模型目视参考计数,放大基部核对
B_val_24,B_125_FUJI_CNS00367,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00367.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_24_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_24_preview.jpg,模型目视参考计数,放大基部核对
B_val_25,B_125_FUJI_CNS00616,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00616.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_25_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_25_preview.jpg,模型目视参考计数,左1株基部及右5株基部密集重叠
B_val_26,B_125_FUJI_CNS00865,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00865.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_26_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_26_preview.jpg,模型目视参考计数,基部放大核对
B_val_27,B_125_FUJI_CNS01114,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01114.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_27_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_27_preview.jpg,模型目视参考计数,左4株基部密集重叠
B_val_28,B_125_FUJI_CNS01362,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01362.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_28_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_28_preview.jpg,模型目视参考计数,叶面相邻个体经放大区分
B_val_29,B_125_FUJI_CNS01618,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01618.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_29_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_29_preview.jpg,模型目视参考计数,左3株顶部部分可见虫计入
B_val_30,B_125_FUJI_CNS01860,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01860.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/B_val_30_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/B_val_30_preview.jpg,模型目视参考计数,左3株基部顺序核对
C_cal_01,C_125_FUJI_CNS02002,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02002.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_01_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_01_preview.jpg,校准画面与背景,
C_cal_02,C_125_FUJI_CNS02577,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02577.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_02_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_02_preview.jpg,校准画面与背景,
C_cal_03,C_125_FUJI_CNS03152,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03152.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_03_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_03_preview.jpg,校准画面与背景,
C_cal_04,C_125_FUJI_CNS03726,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03726.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_04_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_04_preview.jpg,校准画面与背景,
C_cal_05,C_125_FUJI_CNS04301,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS04301.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_05_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_05_preview.jpg,校准画面与背景,
C_cal_06,C_125_FUJI_CNS04876,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS04876.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_06_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_06_preview.jpg,校准画面与背景,
C_cal_07,C_125_FUJI_CNS05451,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS05451.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_07_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_07_preview.jpg,校准画面与背景,
C_cal_08,C_125_FUJI_CNS06026,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06026.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_08_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_08_preview.jpg,校准画面与背景,
C_cal_09,C_125_FUJI_CNS06600,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06600.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_09_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_09_preview.jpg,校准画面与背景,
C_cal_10,C_125_FUJI_CNS07175,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07175.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_10_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_10_preview.jpg,校准画面与背景,
C_cal_11,C_125_FUJI_CNS07750,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07750.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_11_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_11_preview.jpg,校准画面与背景,
C_cal_12,C_125_FUJI_CNS08325,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS08325.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_12_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_12_preview.jpg,校准画面与背景,
C_cal_13,C_126_FUJI_CNS00072,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00072.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_13_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_13_preview.jpg,校准画面与背景,
C_cal_14,C_126_FUJI_CNS00647,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00647.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_14_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_14_preview.jpg,校准画面与背景,
C_cal_15,C_126_FUJI_CNS01222,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS01222.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_15_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_15_preview.jpg,校准画面与背景,
C_cal_16,C_126_FUJI_CNS01797,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS01797.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_16_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_16_preview.jpg,校准画面与背景,
C_cal_17,C_126_FUJI_CNS02372,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02372.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_17_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_17_preview.jpg,校准画面与背景,
C_cal_18,C_126_FUJI_CNS02946,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02946.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_18_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_18_preview.jpg,校准画面与背景,
C_cal_19,C_126_FUJI_CNS03521,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS03521.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_19_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_19_preview.jpg,校准画面与背景,
C_cal_20,C_126_FUJI_CNS04096,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS04096.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_cal_20_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_cal_20_preview.jpg,校准画面与背景,
C_val_01,C_125_FUJI_CNS02158,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02158.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_01_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_01_preview.jpg,模型目视参考计数,基部密集重叠，左右均不能可靠给出整数
C_val_02,C_125_FUJI_CNS02522,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02522.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_02_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_02_preview.jpg,模型目视参考计数,左侧基部密集重叠；右1基部接触和倒影界限不清，右侧初估16不作为可靠整数
C_val_03,C_125_FUJI_CNS02886,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02886.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_03_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_03_preview.jpg,模型目视参考计数,基部局部放大逐体计数
C_val_04,C_125_FUJI_CNS03250,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03250.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_04_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_04_preview.jpg,模型目视参考计数,基部局部放大逐体计数
C_val_05,C_125_FUJI_CNS03614,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03614.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_05_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_05_preview.jpg,模型目视参考计数,左3和左4虫体重叠；右4下部重叠，不能可靠区分个体
C_val_06,C_125_FUJI_CNS03978,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03978.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_06_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_06_preview.jpg,模型目视参考计数,左3上部重叠；右1和右2有重叠，整数计数不能确定
