frame_id,group,group_label,sequence_index,source_path,relative_path,size_bytes,mtime_ns,split,sample_id
B_125_FUJI_CNS00367,B,BPH33,5827,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00367.JPG,2023-05-27   BPH33/125_FUJI/CNS00367.JPG,5879682,1685175242000000000,holdout,B_val_24
B_125_FUJI_CNS00616,B,BPH33,6076,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00616.JPG,2023-05-27   BPH33/125_FUJI/CNS00616.JPG,5880075,1685177732000000000,holdout,B_val_25
B_125_FUJI_CNS00865,B,BPH33,6325,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS00865.JPG,2023-05-27   BPH33/125_FUJI/CNS00865.JPG,5855414,1685180222000000000,holdout,B_val_26
B_125_FUJI_CNS01114,B,BPH33,6574,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01114.JPG,2023-05-27   BPH33/125_FUJI/CNS01114.JPG,5838112,1685182712000000000,holdout,B_val_27
B_125_FUJI_CNS01362,B,BPH33,6822,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01362.JPG,2023-05-27   BPH33/125_FUJI/CNS01362.JPG,5848969,1685185192000000000,holdout,B_val_28
B_125_FUJI_CNS01618,B,BPH33,7078,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01618.JPG,2023-05-27   BPH33/125_FUJI/CNS01618.JPG,5834257,1685187752000000000,holdout,B_val_29
B_125_FUJI_CNS01860,B,BPH33,7320,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-27   BPH33/125_FUJI/CNS01860.JPG,2023-05-27   BPH33/125_FUJI/CNS01860.JPG,5884420,1685190172000000000,holdout,B_val_30
C_125_FUJI_CNS02002,C,BPH33回补,0,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02002.JPG,2023-05-28  BPH33回补/125_FUJI/CNS02002.JPG,4887483,1685192554000000000,calibration,C_cal_01
C_125_FUJI_CNS02577,C,BPH33回补,575,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02577.JPG,2023-05-28  BPH33回补/125_FUJI/CNS02577.JPG,4959046,1685198322000000000,calibration,C_cal_02
C_125_FUJI_CNS03152,C,BPH33回补,1150,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03152.JPG,2023-05-28  BPH33回补/125_FUJI/CNS03152.JPG,4944745,1685204072000000000,calibration,C_cal_03
C_125_FUJI_CNS03726,C,BPH33回补,1724,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03726.JPG,2023-05-28  BPH33回补/125_FUJI/CNS03726.JPG,4944453,1685209812000000000,calibration,C_cal_04
C_125_FUJI_CNS04301,C,BPH33回补,2299,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS04301.JPG,2023-05-28  BPH33回补/125_FUJI/CNS04301.JPG,4941302,1685215562000000000,calibration,C_cal_05
C_125_FUJI_CNS04876,C,BPH33回补,2874,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS04876.JPG,2023-05-28  BPH33回补/125_FUJI/CNS04876.JPG,4937454,1685221312000000000,calibration,C_cal_06
C_125_FUJI_CNS05451,C,BPH33回补,3449,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS05451.JPG,2023-05-28  BPH33回补/125_FUJI/CNS05451.JPG,4902223,1685227062000000000,calibration,C_cal_07
C_125_FUJI_CNS06026,C,BPH33回补,4024,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06026.JPG,2023-05-28  BPH33回补/125_FUJI/CNS06026.JPG,4915563,1685232812000000000,calibration,C_cal_08
C_125_FUJI_CNS06600,C,BPH33回补,4598,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06600.JPG,2023-05-28  BPH33回补/125_FUJI/CNS06600.JPG,4911744,1685238552000000000,calibration,C_cal_09
C_125_FUJI_CNS07175,C,BPH33回补,5173,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07175.JPG,2023-05-28  BPH33回补/125_FUJI/CNS07175.JPG,4938386,1685244302000000000,calibration,C_cal_10
C_125_FUJI_CNS07750,C,BPH33回补,5748,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07750.JPG,2023-05-28  BPH33回补/125_FUJI/CNS07750.JPG,4913827,1685250052000000000,calibration,C_cal_11
C_125_FUJI_CNS08325,C,BPH33回补,6323,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS08325.JPG,2023-05-28  BPH33回补/125_FUJI/CNS08325.JPG,4895008,1685255802000000000,calibration,C_cal_12
C_126_FUJI_CNS00072,C,BPH33回补,6897,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00072.JPG,2023-05-28  BPH33回补/126_FUJI/CNS00072.JPG,4875639,1685273262000000000,calibration,C_cal_13
C_126_FUJI_CNS00647,C,BPH33回补,7472,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00647.JPG,2023-05-28  BPH33回补/126_FUJI/CNS00647.JPG,4876486,1685279012000000000,calibration,C_cal_14
C_126_FUJI_CNS01222,C,BPH33回补,8047,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS01222.JPG,2023-05-28  BPH33回补/126_FUJI/CNS01222.JPG,4869186,1685284762000000000,calibration,C_cal_15
C_126_FUJI_CNS01797,C,BPH33回补,8622,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS01797.JPG,2023-05-28  BPH33回补/126_FUJI/CNS01797.JPG,4871057,1685290512000000000,calibration,C_cal_16
C_126_FUJI_CNS02372,C,BPH33回补,9197,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02372.JPG,2023-05-28  BPH33回补/126_FUJI/CNS02372.JPG,4861949,1685296262000000000,calibration,C_cal_17
C_126_FUJI_CNS02946,C,BPH33回补,9771,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02946.JPG,2023-05-28  BPH33回补/126_FUJI/CNS02946.JPG,4877943,1685302004000000000,calibration,C_cal_18
C_126_FUJI_CNS03521,C,BPH33回补,10346,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS03521.JPG,2023-05-28  BPH33回补/126_FUJI/CNS03521.JPG,4874323,1685307752000000000,calibration,C_cal_19
C_126_FUJI_CNS04096,C,BPH33回补,10921,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS04096.JPG,2023-05-28  BPH33回补/126_FUJI/CNS04096.JPG,4867423,1685313502000000000,calibration,C_cal_20
C_125_FUJI_CNS02158,C,BPH33回补,156,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02158.JPG,2023-05-28  BPH33回补/125_FUJI/CNS02158.JPG,4912546,1685194132000000000,holdout,C_val_01
C_125_FUJI_CNS02522,C,BPH33回补,520,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02522.JPG,2023-05-28  BPH33回补/125_FUJI/CNS02522.JPG,4939296,1685197772000000000,holdout,C_val_02
C_125_FUJI_CNS02886,C,BPH33回补,884,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS02886.JPG,2023-05-28  BPH33回补/125_FUJI/CNS02886.JPG,4895323,1685201412000000000,holdout,C_val_03
C_125_FUJI_CNS03250,C,BPH33回补,1248,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03250.JPG,2023-05-28  BPH33回补/125_FUJI/CNS03250.JPG,4930445,1685205052000000000,holdout,C_val_04
C_125_FUJI_CNS03614,C,BPH33回补,1612,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03614.JPG,2023-05-28  BPH33回补/125_FUJI/CNS03614.JPG,4949067,1685208692000000000,holdout,C_val_05
C_125_FUJI_CNS03978,C,BPH33回补,1976,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS03978.JPG,2023-05-28  BPH33回补/125_FUJI/CNS03978.JPG,4900504,1685212332000000000,holdout,C_val_06
C_125_FUJI_CNS04342,C,BPH33回补,2340,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS04342.JPG,2023-05-28  BPH33回补/125_FUJI/CNS04342.JPG,4907483,1685215972000000000,holdout,C_val_07
C_125_FUJI_CNS04707,C,BPH33回补,2705,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS04707.JPG,2023-05-28  BPH33回补/125_FUJI/CNS04707.JPG,4915198,1685219622000000000,holdout,C_val_08
C_125_FUJI_CNS05071,C,BPH33回补,3069,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS05071.JPG,2023-05-28  BPH33回补/125_FUJI/CNS05071.JPG,4935683,1685223262000000000,holdout,C_val_09
C_125_FUJI_CNS05435,C,BPH33回补,3433,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS05435.JPG,2023-05-28  BPH33回补/125_FUJI/CNS05435.JPG,4838163,1685226902000000000,holdout,C_val_10
C_125_FUJI_CNS05799,C,BPH33回补,3797,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS05799.JPG,2023-05-28  BPH33回补/125_FUJI/CNS05799.JPG,4908241,1685230542000000000,holdout,C_val_11
C_125_FUJI_CNS06163,C,BPH33回补,4161,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06163.JPG,2023-05-28  BPH33回补/125_FUJI/CNS06163.JPG,4890847,1685234182000000000,holdout,C_val_12
C_125_FUJI_CNS06527,C,BPH33回补,4525,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06527.JPG,2023-05-28  BPH33回补/125_FUJI/CNS06527.JPG,4908597,1685237822000000000,holdout,C_val_13
C_125_FUJI_CNS06891,C,BPH33回补,4889,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06891.JPG,2023-05-28  BPH33回补/125_FUJI/CNS06891.JPG,4888172,1685241462000000000,holdout,C_val_14
C_125_FUJI_CNS07255,C,BPH33回补,5253,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07255.JPG,2023-05-28  BPH33回补/125_FUJI/CNS07255.JPG,4891676,1685245102000000000,holdout,C_val_15
C_125_FUJI_CNS07619,C,BPH33回补,5617,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07619.JPG,2023-05-28  BPH33回补/125_FUJI/CNS07619.JPG,4935313,1685248742000000000,holdout,C_val_16
C_125_FUJI_CNS07983,C,BPH33回补,5981,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07983.JPG,2023-05-28  BPH33回补/125_FUJI/CNS07983.JPG,4920424,1685252382000000000,holdout,C_val_17
C_125_FUJI_CNS08347,C,BPH33回补,6345,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS08347.JPG,2023-05-28  BPH33回补/125_FUJI/CNS08347.JPG,4918208,1685256022000000000,holdout,C_val_18
C_125_FUJI_CNS08711,C,BPH33回补,6709,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS08711.JPG,2023-05-28  BPH33回补/125_FUJI/CNS08711.JPG,4913592,1685259662000000000,holdout,C_val_19
C_126_FUJI_CNS00248,C,BPH33回补,7073,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00248.JPG,2023-05-28  BPH33回补/126_FUJI/CNS00248.JPG,4884647,1685275024000000000,holdout,C_val_20
C_126_FUJI_CNS00612,C,BPH33回补,7437,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00612.JPG,2023-05-28  BPH33回补/126_FUJI/CNS00612.JPG,4837214,1685278662000000000,holdout,C_val_21
C_126_FUJI_CNS00976,C,BPH33回补,7801,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00976.JPG,2023-05-28  BPH33回补/126_FUJI/CNS00976.JPG,4867108,1685282302000000000,holdout,C_val_22
C_126_FUJI_CNS01341,C,BPH33回补,8166,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS01341.JPG,2023-05-28  BPH33回补/126_FUJI/CNS01341.JPG,4867082,1685285952000000000,holdout,C_val_23
C_126_FUJI_CNS01705,C,BPH33回补,8530,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS01705.JPG,2023-05-28  BPH33回补/126_FUJI/CNS01705.JPG,4895000,1685289592000000000,holdout,C_val_24
C_126_FUJI_CNS02069,C,BPH33回补,8894,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02069.JPG,2023-05-28  BPH33回补/126_FUJI/CNS02069.JPG,4893139,1685293232000000000,holdout,C_val_25
C_126_FUJI_CNS02433,C,BPH33回补,9258,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02433.JPG,2023-05-28  BPH33回补/126_FUJI/CNS02433.JPG,4846607,1685296872000000000,holdout,C_val_26
C_126_FUJI_CNS02797,C,BPH33回补,9622,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02797.JPG,2023-05-28  BPH33回补/126_FUJI/CNS02797.JPG,4854184,1685300512000000000,holdout,C_val_27
C_126_FUJI_CNS03161,C,BPH33回补,9986,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS03161.JPG,2023-05-28  BPH33回补/126_FUJI/CNS03161.JPG,4854187,1685304152000000000,holdout,C_val_28
C_126_FUJI_CNS03532,C,BPH33回补,10357,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS03532.JPG,2023-05-28  BPH33回补/126_FUJI/CNS03532.JPG,4602473,1685307862000000000,holdout,C_val_29
C_126_FUJI_CNS03889,C,BPH33回补,10714,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS03889.JPG,2023-05-28  BPH33回补/126_FUJI/CNS03889.JPG,4899931,1685311432000000000,holdout,C_val_30
